category,kr,vn,vn_origin,th,th_match,id,id_match,en,en_match,string_id
QUEST,악마의 검,Kiếm Ác ma,central-only,,,,,,,
QUEST,악마의 계획,Kế hoạch của ác ma,central-only,,,,,,,
QUEST,악마의 눈,Mắt Của Ác Ma,central-only,,,,,Eye of Demon,nc_tb,
QUEST,악마의 도마뱀,Thằn Lằn Quỷ,central-only,,,,,,,
QUEST,악마의 마력석,Đá ma thuật của ác ma,central-only,,,,,,,
QUEST,악마의 만행,Tội ác của ác ma,central-only,,,,,,,
QUEST,악마의 문,Cánh cửa của Ác ma,central-only,,,,,,,
QUEST,악마의 속삭임,Lời thì thầm của ác ma,central-only,,,,,,,
QUEST,악마의 술수,Mưu Kế của Ác Ma,central-only,,,,,,,
QUEST,악마의 인장,Ấn của ác ma,central-only,,,,,,,
QUEST,악마의 제안,Đề nghị của ác ma,central-only,,,,,,,
QUEST,악마의 피,Máu Ác ma,central-only,,,,,Demon's Blood,nc_tb,
QUEST,악마의 힘,Sức mạnh của ác quỷ,central-only,,,,,,,
QUEST,악몽의 근원,Nguồn gốc của ác mộng,central-only,,,,,,,
QUEST,악몽의 눈,Mộng Nhãn,central-only,ตาแห่งฝันร้าย,kr,Eyes of Nightmares,kr,Eyes of Nightmares,nc_tb,
QUEST,악몽의 망자들,Người Chết Ác Mộng,central-only,,,,,,,
QUEST,악몽의 하수인,Tay Sai Của Ác Mộng,central-only,,,,,,,
QUEST,악순환의 차단,Phá vỡ vòng luẩn quẩn,central-only,,,,,,,
QUEST,악용된 마법,Phép thuật bị lạm dụng,central-only,,,,,,,
QUEST,악의 군단장,Đội trưởng quân đoàn ác quỷ,central-only,,,,,,,
QUEST,악의 심판자,Kẻ phán xét ác ma,central-only,,,,,,,
QUEST,악의 연합,Liên minh Ác quỷ,central-only,,,,,,,
QUEST,악의 추종자,Kẻ nối gót ác ma,central-only,,,,,,,
QUEST,악의 피,Máu Ác Ma,central-only,,,,,,,
QUEST,악인의 조력자,Trợ thủ của Kẻ Ác,central-only,,,,,,,
QUEST,악취의 확산,Sự lan tỏa của mùi hôi,central-only,,,,,,,
QUEST,안식을 위해,Vì sự nghỉ ngơi,central-only,,,,,,,
QUEST,안타라스의 속박,Sự Giam Cầm Của Antaras,central-only,,,,,,,
QUEST,안타라스의 아이들,Những Đứa Con của Antharas,central-only,,,,,,,
QUEST,안타라스의 추종자,Người theo dõi Antaras,central-only,,,,,,,
QUEST,알력 다툼,Tranh Giành Quyền Lực,central-only,,,,,,,
QUEST,암흑 선물,Quà tặng Bóng Tối,central-only,,,,,,,
QUEST,암흑 전략,Chiến lược Bóng tối,central-only,,,,,,,
QUEST,야수의 신체,Cơ Thể Của Dã Thú,central-only,,,,,,,
QUEST,약육강식,Cá lớn nuốt cá bé,central-only,,,,,,,
QUEST,약탈지의 광대,Chú hề của vùng cướp bóc,central-only,,,,,,,
QUEST,약탈품 되찾기,Thu hồi chiến lợi phẩm,central-only,,,,,,,
QUEST,약화 방지,Ngăn chặn suy yếu,central-only,,,,,,,
QUEST,약화된 예언,Thánh Lệnh suy yếu,central-only,,,,,,,
QUEST,어긋난 기대,Kỳ vọng lệch lạc,central-only,,,,,,,
QUEST,어긋난 예언,Lời tiên tri bị sai lệch,central-only,,,,,,,
QUEST,어긋난 충성,Lòng trung thành tan vỡ,central-only,,,,,,,
QUEST,어두운 심해,Biển sâu tăm tối,central-only,,,,,,,
QUEST,어둠 지킴이,Người Canh Giữ Bóng Tối,central-only,,,,,,,
QUEST,어둠에 맞서라,Hãy đối mặt với bóng tối,central-only,,,,,,,
QUEST,어둠의 강화,Cường hóa bóng tối,central-only,,,,,,,
QUEST,어둠의 검,Thanh Kiếm Bóng Tối,central-only,,,,,,,
QUEST,어둠의 계약,Hợp đồng đen tối,central-only,,,,,,,
QUEST,어둠의 고르곤,Gorgon Hắc Ám,central-only,,,,,,,
QUEST,어둠의 마력,Mana của bóng tối,central-only,,,,,Dark Mana,nc_tb,
QUEST,어둠의 마물,Quái vật hắc ám,central-only,,,,,,,
QUEST,어둠의 매혹자,Kẻ mê hoặc Hắc Ám,central-only,,,,,,,
QUEST,어둠의 묘목,Mầm Cây Bóng Tối,central-only,,,,,,,
QUEST,어둠의 무리,Bóng đêm hắc ám,central-only,,,,,,,
QUEST,어둠의 반역자,Kẻ phản loạn bóng tối,central-only,,,,,,,
QUEST,어둠의 세력,Thế lực Bóng Tối,central-only,,,,,,,
QUEST,어둠의 소행,Hành động của Bóng tối,central-only,,,,,,,
QUEST,어둠의 식물,Thực vật bóng tối,central-only,,,,,,,
QUEST,어둠의 잔재,Tàn dư bóng tối,central-only,,,,,,,
QUEST,어둠의 정기,Tinh chất bóng tối,central-only,,,,,,,
QUEST,어둠의 코볼드,Kobold Hắc Ám,central-only,,,,,,,
QUEST,어둠의 협력자,Đồng minh của bóng tối,central-only,,,,,,,
QUEST,어둠의 화원,Khu vườn bóng tối,central-only,,,,,,,
QUEST,어둠의 회유,Xoa dịu bóng tối,central-only,,,,,,,
QUEST,억울한 원혼,Oan hồn uất hận,central-only,,,,,,,
QUEST,언데드의 힘,Sức mạnh của xác sống,central-only,,,,,,,
QUEST,얼어붙은 심장,Trái Tim Băng,central-only,,,,,,,
QUEST,엄습해오는 어둠,Bóng tối ập đến,central-only,,,,,,,
QUEST,업보 청산,Giải quyết nghiệp chướng,central-only,,,,,,,
QUEST,업화의 파도,Làn sóng của Lửa địa ngục,central-only,,,,,,,
QUEST,업화의 힘,Sức mạnh của Nghiệp hỏa,central-only,,,,,,,
QUEST,엔쿠족,Tộc Enku,central-only,,,,,,,
QUEST,엘프의 마법,Pháp thuật của Elf,central-only,,,,,,,
QUEST,여신의 눈물,Nước mắt Nữ thần,central-only,,,,,,,
QUEST,여신의 상처,Vết Thương của Nữ Thần,central-only,,,,,,,
QUEST,여신의 선봉대,Đội tiên phong của nữ thần,central-only,,,,,,,
QUEST,여신의 추억,Ký ức của Nữ thần,central-only,,,,,,,
QUEST,여왕의 경고,Cảnh báo của Nữ hoàng,central-only,,,,,,,
QUEST,여왕의 궁전,Cung điện của Nữ hoàng,central-only,,,,,,,
QUEST,여왕의 마력,Phép thuật của Nữ hoàng,central-only,,,,,Queen's Mana,nc_tb,
QUEST,여왕의 명령,Mệnh lệnh của Nữ hoàng,central-only,,,,,,,
QUEST,여왕의 물약,Dược phẩm của Nữ hoàng,central-only,,,,,,,
QUEST,여왕의 분노,Cơn phẫn nộ của nữ hoàng,central-only,,,,,Queen's Wrath,nc_tb,
QUEST,여왕의 신탁,Lời ủy thác của Nữ hoàng,central-only,,,,,,,
QUEST,여왕의 은총,Chúc phúc của Nữ hoàng,central-only,,,,,,,
QUEST,여왕의 의심,Nghi ngờ của Nữ hoàng,central-only,,,,,,,
QUEST,여왕의 장비,Trang bị của Nữ hoàng,central-only,,,,,,,
QUEST,여왕의 전투,Trận chiến của Nữ hoàng,central-only,,,,,,,
QUEST,여왕의 축복,Phúc lành của Nữ hoàng,central-only,,,,,,,
QUEST,여왕의 흔적,Dấu vết của Nữ hoàng,central-only,,,,,,,
QUEST,여행자의 길,Con Đường Lữ Hành,central-only,,,,,,,
QUEST,역병의 근원,Nguồn Cơn Bệnh Dịch,central-only,,,,,,,
QUEST,역행자들,Người đi ngược dòng,central-only,,,,,,,
QUEST,연구 지원,Hỗ trợ nghiên cứu,central-only,,,,,,,
QUEST,연합군의 흔적,Dấu tích của quân liên minh,central-only,,,,,,,
QUEST,염원 실현,Hiện thực hóa khát vọng,central-only,,,,,,,
QUEST,염원의 증거,Bằng Chứng Của Khát Vọng,central-only,,,,,,,
QUEST,영광의 전파,Lan tỏa vinh quang Ánh Sáng,central-only,,,,,,,
QUEST,영광의 확산,Lan Tỏa Vinh Quang,central-only,,,,,,,
QUEST,영웅의 강화,Cường hóa của sử thi,central-only,,,,,,,
QUEST,영웅의 의무,Nhiệm vụ của sử thi,central-only,,,,,,,
QUEST,영웅의 증명,Minh chứng anh hùng,central-only,,,,,,,
QUEST,영웅의 혼,Linh hồn anh hùng,central-only,,,,,,,
QUEST,영원한 고통,Nỗi đau vĩnh cửu,central-only,,,,,,,
QUEST,영원한 생명,Sự sống vĩnh cửu,central-only,,,,,,,
QUEST,영혼 수확자,Người thu hoạch linh hồn,central-only,,,,,,,
QUEST,영혼의 공포,Linh hồn sợ hãi,central-only,,,,,,,
QUEST,영혼의 비명,Tiếng Thét Linh Hồn,central-only,,,,,,,
QUEST,영혼의 조각,Mảnh linh hồn,central-only,,,,,,,
QUEST,영혼의 치유,Chữa lành linh hồn,central-only,,,,,,,
QUEST,예언의 수호자,Người bảo vệ lời tiên tri,central-only,,,,,,,
QUEST,예언의 증거,Bằng chứng của lời tiên tri,central-only,,,,,,,
QUEST,오래된 의무,Nhiệm vụ đã lâu,central-only,,,,,,,
QUEST,오래된 축복,Phước Lành Cổ Xưa,central-only,,,,,,,
QUEST,오렌의 마법사,Pháp sư của Oren,central-only,,,,,,,
QUEST,오만의 대가,Cái giá của ngạo mạn,central-only,,,,,,,
QUEST,오만의 증거,Chứng Cứ Kiêu Ngạo,central-only,,,,,,,
QUEST,오만의 핵,Hạt nhân kiêu ngạo,central-only,,,,,,,
QUEST,오만한 배반자,Kẻ phản bội kiêu ngạo,central-only,,,,,,,
QUEST,오만한 충성,Lòng trung thành kiêu ngạo,central-only,,,,,,,
QUEST,오염 물질,Chất Gây Ô Nhiễm,central-only,,,,,,,
QUEST,오염 확산,Lan Truyền Ô Nhiễm,central-only,,,,,,,
QUEST,오염된 마물,Quái vật bị vấy bẩn,central-only,,,,,,,
QUEST,오염된 마석,Ma Thạch Bị Tha Hóa,central-only,,,,,,,
QUEST,오염된 습지,Đầm lầy ô nhiễm,central-only,,,,,,,
QUEST,오염된 식물,Thực Vật Bị Ô Nhiễm,central-only,,,,,,,
QUEST,오염된 주문,Phép thuật bị vấy bẩn,central-only,,,,,,,
QUEST,오염된 해초,Rong biển bị ô nhiễm,central-only,,,,,,,
QUEST,오염의 주범,Thủ phạm gây ô nhiễm,central-only,,,,,,,
QUEST,오크의 전장,Chiến Trường Của Tinh linh,central-only,,,,,,,
QUEST,오크의 증표,Dấu ấn của Tinh linh,central-only,,,,,,,
QUEST,오크의 포로,Tù binh của Tinh linh,central-only,,,,,,,
QUEST,오판자들,Kẻ phán xét sai lầm,central-only,,,,,,,
QUEST,왜곡된 전설,Huyền thoại bị bóp méo,central-only,,,,,,,
QUEST,외눈박이 괴물,Độc nhãn quái,central-only,,,,,,,
QUEST,요새의 군주,Chúa Tể Lâu Đài,central-only,,,,,,,
QUEST,욕망의 거래,Giao dịch tham vọng,central-only,,,,,,,
QUEST,욕망의 노예,Nô lệ dục vọng,central-only,,,,,,,
QUEST,욕망의 마물,Quái vật dục vọng,central-only,,,,,,,
QUEST,욕망의 불꽃,Ngọn lửa dục vọng,central-only,,,,,,,
QUEST,욕망의 불씨,Lửa Khao Khát,central-only,,,,,,,
QUEST,욕망의 섬지기,Người giữ đảo tham lam,central-only,,,,,,,
QUEST,욕망의 악마,Ác ma của sự ham muốn,central-only,,,,,,,
QUEST,욕심의 끝,Kết thúc của lòng tham,central-only,,,,,,,
QUEST,용맹한 군인,Quân nhân dũng cảm,central-only,,,,,,,
QUEST,용맹한 전사,Chiến binh dũng mãnh,central-only,,,,,,,
QUEST,용의 군대,Quân đội rồng,central-only,,,,,,,
QUEST,용의 시선,Ánh Mắt Của Rồng,central-only,,,,,,,
QUEST,용의 어금니,Răng nanh của rồng,central-only,,,,,,,
QUEST,우두머리 밀렵꾼,Thủ Lĩnh Săn Trộm,central-only,,,,,,,
QUEST,우두머리 심판,Phán quyết thủ lĩnh,central-only,,,,,,,
QUEST,운석의 영향,Ảnh hưởng của Sao băng,central-only,,,,,,,
QUEST,원령의 저주,Lời nguyền oan hồn,central-only,,,,,,,
QUEST,원초적 분노,Cơn thịnh nộ nguyên thủy,central-only,,,,,,,
QUEST,위계질서,Hệ Thống Cấp Bậc,central-only,,,,,,,
QUEST,위기의 가을밤,Đêm thu nguy kịch,central-only,,,,,,,
QUEST,위대한 전사,Chiến Binh Vĩ Đại,central-only,,,,,,,
QUEST,위령제,Lễ Cầu Siêu,central-only,,,,,,,
QUEST,위로의 노래,Bài Ca An Ủi,central-only,,,,,,,
QUEST,위어스의 화분,Chậu Hoa của Weirs,central-only,,,,,,,
QUEST,위험 인물,Nhân Vật Nguy Hiểm,central-only,,,,,,,
QUEST,위험한 들짐승,Thú rừng nguy hiểm,central-only,,,,,,,
QUEST,위험한 마법,Phép thuật nguy hiểm,central-only,,,,,,,
QUEST,위험한 무기,Vũ khí nguy hiểm,central-only,,,,,,,
QUEST,위험한 번식,Sinh sản nguy hiểm,central-only,,,,,,,
QUEST,위험한 실험체,Thí Nghiệm Nguy Hiểm,central-only,,,,,,,
QUEST,위험한 오크,Tinh linh nguy hiểm,central-only,,,,,,,
QUEST,위험한 추적,Cuộc rượt đuổi nguy hiểm,central-only,,,,,,,
QUEST,유적의 파수꾼,Người bảo vệ di tích,central-only,,,,,,,
QUEST,유품 수집,Thu thập di vật,central-only,,,,,,,
QUEST,유혹하는 탑,Tháp cám dỗ,central-only,,,,,,,
QUEST,은둔자의 흔적,Vết tích của Ẩn sĩ,central-only,,,,,,,
QUEST,은밀한 작전,Hoạt động bí mật,central-only,,,,,,,
QUEST,은총의 강화,Cường hóa chúc phúc,central-only,,,,,,,
QUEST,은총의 계시,Mặc khải của thiêng liêng,central-only,,,,,,,
QUEST,은총의 기원,Nguồn Gốc Ân Huệ,central-only,,,,,,,
QUEST,은총의 신탁,Chúc phúc của ủy thác,central-only,,,,,,,
QUEST,은총의 염원,Nguyện vọng của Chúc phúc,central-only,,,,,,,
QUEST,응징의 목소리,Giọng nói Báo thù,central-only,,,,,,,
QUEST,응징의 빛,Ánh sáng trừng phạt,central-only,,,,,,,
QUEST,응징의 증거,Bằng chứng trừng phạt,central-only,,,,,,,
QUEST,응징하는 힘,Sức mạnh trừng phạt,central-only,,,,,,,
QUEST,의문의 조력자,Người Hỗ Trợ Bí Ẩn,central-only,,,,,,,
QUEST,의식을 위해,Để chuẩn bị cho nghi lễ,central-only,,,,,,,
QUEST,이단 박멸,Tiêu diệt Dị giáo,central-only,,,,,,,
QUEST,이단자들,Những kẻ dị giáo,central-only,,,,,,,
QUEST,이이제이,Lấy độc trị độc,central-only,,,,,,,
QUEST,이제 집으로,Giờ về nhà,central-only,,,,,,,
QUEST,인나드릴의 영웅,Anh hùng từ Innadrill,central-only,,,,,,,
QUEST,인나드릴의 전설,Huyền thoại Innadril,central-only,,,,,,,
QUEST,인나드릴의 특산품,Đặc sản của Innadril,central-only,,,,,,,
QUEST,잊혀진 성전,Thánh Điện Bị Lãng Quên,central-only,,,,,,,
QUEST,잊혀진 영광,Vinh Quang Bị Lãng Quên,central-only,,,,,,,
QUEST,잊혀진 흔적,Dấu Vết Bị Lãng Quên,central-only,,,,,,,
QUEST,잊혀진 희생자,Người hy sinh bị lãng quên,central-only,,,,,,,
QUEST,자급자족,Tự Cung Tự Cấp,central-only,,,,,,,
QUEST,자아의 표식,Biểu trưng của bản thể,central-only,,,,,,,
QUEST,자연의 균형,Cân Bằng Tự Nhiên,central-only,,,,,,,
QUEST,자연의 질서,Trật tự tự nhiên,central-only,,,,,,,
QUEST,자켄의 비밀,Bí mật của Jaken,central-only,,,,,,,
QUEST,잘못된 길,Con đường sai lầm,central-only,,,,,,,
QUEST,잘못된 믿음,Đức tin sai lầm,central-only,,,,,,,
QUEST,장인의 무기,Vũ Khí của Nghệ Nhân,central-only,,,,,,,
QUEST,재앙의 부활,Thảm hoạ hồi sinh,central-only,,,,,,,
QUEST,저주받은 마력,Mana bị nguyền rủa,central-only,,,,,,,
QUEST,저주받은 백성,Bách tính bị nguyền rủa,central-only,,,,,,,
QUEST,저주받은 보물,Kho báu bị nguyền rủa,central-only,,,,,,,
QUEST,저주받은 우두머리,Thủ Lĩnh bị nguyền rủa,central-only,,,,,,,
QUEST,저주받은 해적,Hải tặc bị nguyền rủa,central-only,,,,,,,
QUEST,저주의 번영,Lời Nguyền Thịnh Vượng,central-only,,,,,,,
QUEST,저주의 성장,Lời Nguyền Trưởng thành,central-only,,,,,,,
QUEST,저주의 속삭임,Lời Thì Thầm Nguyền Rủa,central-only,,,,,,,
QUEST,저주의 인내,Lời nguyền Kiên Nhẫn,central-only,,,,,,,
QUEST,저주의 잉태,Hình thành Lời Nguyền,central-only,,,,,,,
QUEST,적의 하수인,Tay sai của địch,central-only,,,,,,,
QUEST,전당의 그림자,Bóng tối của Thánh đường,central-only,,,,,,,
QUEST,전방위 공격,Tấn công toàn diện,central-only,,,,,,,
QUEST,전사의 사명,Sứ Mệnh Chiến Binh,central-only,,,,,,,
QUEST,전사자 수습,Thu thập thi thể chiến binh,central-only,,,,,,,
QUEST,전장의 주술,Phép thuật chiến trường,central-only,,,,,,,
QUEST,전장의 폭군,Bạo Chúa Chiến Trường,central-only,ทรราชแห่งสนามรบ,kr,Tiran Medan Perang,kr,Tyrant of the Battlefield,kr,
QUEST,전쟁 명령서,Chiến lệnh,central-only,,,,,,,
QUEST,전쟁 물자,Vật tư Chiến tranh,central-only,,,,,,,
QUEST,전쟁의 전리품,Chiến lợi phẩm chiến tranh,central-only,,,,,,,
QUEST,전쟁의 흔적,Dấu Vết Của Chiến Tranh,central-only,,,,,,,
QUEST,전투 준비,Chuẩn bị chiến đấu,central-only,,,,,,,
QUEST,전후처리,Xử Lý Hậu Chiến,central-only,,,,,,,
QUEST,절대적 충성,Tuyệt đối trung thành,central-only,,,,,,,
QUEST,절망을 희망으로,Từ tuyệt vọng đến hy vọng,central-only,,,,,,,
QUEST,접착제의 재료,Vật liệu kết dính,central-only,,,,,,,
QUEST,정령의 타락,Sự sa ngã của linh hồn,central-only,,,,,,,
QUEST,정벌자의 의무,Nhiệm vụ của kẻ chinh phục,central-only,,,,,,,
QUEST,정복 전쟁,Chiến tranh chinh phục,central-only,,,,,,,
QUEST,정복의 시작,Bắt Đầu Chinh Phục,central-only,,,,,,,
QUEST,정신지배,Khống chế tâm trí,central-only,,,,,,,
QUEST,정예 병력,Lực Lượng Tinh Anh,central-only,,,,,,,
QUEST,정원의 마물,Quái vật trong vườn,central-only,,,,,,,
QUEST,정원의 수호자들,Người bảo vệ của khu vườn,central-only,,,,,,,
QUEST,정원의 실레노스,Silenos ở vườn,central-only,,,,,,,
QUEST,정원의 침략자들,Những kẻ xâm lược khu vườn,central-only,,,,,,,
QUEST,정원의 코볼드,Kobold trong Vườn,central-only,,,,,,,
QUEST,정의의 확산,Sự lan tỏa của chính nghĩa,central-only,,,,,,,
QUEST,정화는 철두철미하게,Thanh lọc một cách triệt để,central-only,,,,,,,
QUEST,정화와 파괴,Thanh lọc và Phá hủy,central-only,,,,,,,
QUEST,정화의 방해꾼들,Kẻ gây rối sự thanh tẩy,central-only,,,,,,,
QUEST,정화의 찬가,Thánh ca Thanh Tẩy,central-only,,,,,,,
QUEST,제국의 후예,Hậu Duệ Đế Chế,central-only,,,,,,,
QUEST,제파르의 마력,Mana của Zepar,central-only,,,,,,,
QUEST,조사대의 유품,Di vật của đội điều tra,central-only,,,,,,,
QUEST,조잡하지만 날카로운,Thô sơ nhưng sắc bén,central-only,,,,,,,
QUEST,좀도둑 코볼드,Kobold trộm vặt,central-only,,,,,,,
QUEST,좀비와 거미,Thây ma và Nhện,central-only,,,,,,,
QUEST,종말의 악마,Ác ma của tận thế,central-only,,,,,,,
QUEST,종속의 계약,Khế ước lệ thuộc,central-only,,,,,,,
QUEST,종속의 사슬,Xiềng Xích Phục Tùng,central-only,,,,,,,
QUEST,주객전도,Đảo Ngược Vai Trò,central-only,,,,,,,
QUEST,주민의 원한,Mối hận Của dân làng,central-only,,,,,,,
QUEST,죽음의 광대,Chú hề chết chóc,central-only,,,,,,,
QUEST,죽음의 기운,Hào quang của Chết chóc,central-only,,,,,,,
QUEST,죽음의 노래,Bài ca của cái chết,central-only,,,,,Song of Death,nc_tb,
QUEST,죽음의 벌레,Sâu bọ của tử thần,central-only,,,,,,,
QUEST,준동하는 대륙,Lục địa náo động,central-only,,,,,,,
QUEST,준동하는 마물들,Các quái vật đang náo loạn,central-only,,,,,,,
QUEST,지도자의 사명,Sứ mệnh của người lãnh đạo,central-only,,,,,,,
QUEST,지룡의 마력,Mana của rồng đất,central-only,,,,,,,
QUEST,지룡의 추종자,Người theo dõi Rồng Đất,central-only,,,,,,,
QUEST,지배의 비밀,Bí mật Thống trị,central-only,,,,,,,
QUEST,지워진 역사,Lịch sử bị xóa bỏ,central-only,,,,,,,
QUEST,진정한 힘,Sức mạnh chân chính,central-only,,,,,,,
QUEST,진화의 결정,Tinh thể của sự tiến hóa,central-only,,,,,Evolution Crystal,nc_tb,
QUEST,진화의 마력석,Đá Ma Thuật Tiến Hóa,central-only,,,,,,,
QUEST,진화의 열쇠,Chìa khóa tiến hóa,central-only,,,,,,,
QUEST,진화의 욕망,Khát vọng của tiến hóa,central-only,,,,,,,
QUEST,진화의 원인,Nguyên Nhân Tiến Hóa,central-only,,,,,,,
QUEST,짐승의 포효,Tiếng Gầm Quái Thú,central-only,,,,,,,
QUEST,차원의 영혼석,Đá linh hồn thứ nguyên,central-only,,,,,,,
QUEST,차원의 파편,Mảnh vỡ của chiều không gian,central-only,,,,,,,
QUEST,차원의 힘,Sức mạnh của chiều không gian,central-only,,,,,,,
QUEST,채석장의 마물,Quái vật ở mỏ đá,central-only,,,,,,,
QUEST,처형터 정화,Thanh tẩy pháp trường,central-only,,,,,,,
QUEST,처형터를 밝혀라,Làm sáng tỏ pháp trường,central-only,,,,,,,
QUEST,처형터의 원령,Hồn Ma ở pháp trường,central-only,,,,,,,
QUEST,천공의 군단,Quân đoàn Thiên không,central-only,,,,,,,
QUEST,천공의 기억,Ký ức Thiên không,central-only,,,,,,,
QUEST,천공의 분노,Cơn thịnh nộ Thiên không,central-only,,,,,,,
QUEST,천공의 수호자,Người bảo vệ bầu trời,central-only,,,,,,,
QUEST,천공의 악의,Ác ý của Thiên không,central-only,,,,,,,
QUEST,천공의 음모,Âm mưu Thiên không,central-only,,,,,,,
QUEST,천공의 전사들,Chiến binh Thiên không,central-only,,,,,,,
QUEST,천공의 하수인,Tay sai của Thiên không,central-only,,,,,,,
QUEST,천공의 협력자,Đồng minh Thiên Không,central-only,,,,,,,
QUEST,초록빛 액체,Chất lỏng màu xanh lá cây,central-only,,,,,,,
QUEST,초월의 마력석,Đá Mana siêu việt,central-only,,,,,,,
QUEST,최후의 시련,Thử Thách Cuối Cùng,central-only,,,,,,,
QUEST,추락한 긍지,Lòng Kiêu Hãnh Sụp Đổ,central-only,,,,,,,
QUEST,추락한 반신,Á thần sa ngã,central-only,ล้มลงครึ่งตัว,kr,Fallen Demigod,kr,Fallen Demigod,kr,
QUEST,추방당한 족속,Gia tộc bị lưu đày,central-only,,,,,,,
QUEST,추억의 습지,Đầm Ký Ức,central-only,,,,,,,
QUEST,추종자 섬멸,Tiêu diệt kẻ truy đuổi,central-only,,,,,Annihilation of the Followers,nc_tb,
QUEST,추종자들의 땅,Vùng đất của những tín đồ,central-only,,,,,,,
QUEST,추종자의 하수인,Tay sai của kẻ theo đuôi,central-only,,,,,,,
QUEST,축복받은 물건,Vật phẩm được ban phước,central-only,,,,,,,
QUEST,축복의 소명,Sứ Mệnh Chúc Phúc,central-only,,,,,,,
QUEST,축복의 염원,Lời mong ước của sự chúc phúc,central-only,,,,,,,
QUEST,축복의 의무,Nhiệm vụ của phước lành,central-only,,,,,,,
QUEST,출동 명령서,Mệnh Lệnh Triển Khai,central-only,,,,,,,
QUEST,치명적 아름다움,Vẻ đẹp chết người,central-only,,,,,,,
QUEST,침묵의 습격자,Kẻ tấn công thầm lặng,central-only,,,,,,,
QUEST,침식된 힘,Sức mạnh bị ăn mòn,central-only,,,,,,,
QUEST,침식의 발원지,Căn Nguyên Xâm Lấn,central-only,,,,,,,
QUEST,케트라의 영웅,Anh hùng của Ketra,central-only,วีรบุรุษแห่งเคทรา,kr,Ketra's Hero,kr,Hero of Ketra,kr,
QUEST,코볼드의 무기,Vũ Khí của Kobold,central-only,,,,,,,
QUEST,크루마의 흔적,Dấu vết của Cruma,central-only,,,,,,,
QUEST,타노르 실레노스,Thanor Silenos,central-only,,,,,,,
QUEST,타락의 날갯짓,Đôi cánh sa ngã,central-only,,,,,,,
QUEST,타락의 불꽃,Ngọn lửa sa ngã,central-only,,,,,,,
QUEST,타락의 악마,Ác ma sa ngã,central-only,ปีศาจแห่งความเสื่อมทราม,kr,Demon of Corruption,kr,Demon of Corruption,kr,
QUEST,타락한 실레노스,Silenos Sa Ngã,central-only,,,,,,,
QUEST,타락한 영웅,Anh hùng sa ngã,central-only,,,,,,,
QUEST,타락한 천사,Thiên sứ sa ngã,central-only,,,,,,,
QUEST,탈출 저지,Ngăn chặn thoát hiểm,central-only,,,,,,,
QUEST,탐욕과 수하,Tham vọng và thuộc hạ,central-only,,,,,,,
QUEST,탐욕의 결실,Cái kết của lòng tham,central-only,,,,,,,
QUEST,탐욕의 기도,Lời Nguyện tham lam,central-only,,,,,,,
QUEST,탐욕의 마물,Ma quỷ của lòng tham,central-only,,,,,Monsters of Greed,nc_tb,
QUEST,탐욕의 악마,Ác ma tham lam,central-only,,,,,Demon of Greed,nc_tb,
QUEST,탐욕의 유령,Bóng Ma Của Lòng Tham,central-only,,,,,,,
QUEST,탐욕의 형벌,Hình phạt cho tham vọng,central-only,,,,,,,
QUEST,탐지기 조사,Điều tra máy dò,central-only,,,,,,,
QUEST,탑의 강자,Cao thủ tháp,central-only,,,,,,,
QUEST,탑의 거미,Nhện ở tháp,central-only,,,,,,,
QUEST,탑의 도마뱀,Thằn lằn của toà tháp,central-only,,,,,,,
QUEST,태고의 맹약,Hiệp Ước Cổ Đại,central-only,,,,,,,
QUEST,태양의 신관,Nhà tử tế mặt trời,central-only,,,,,,,
QUEST,템페스트의 음모,Âm mưu của Tempest,central-only,,,,,,,
QUEST,토템 주술,Ma Thuật Linh Vật,central-only,,,,,,,
QUEST,토템의 저주,Lời nguyền của vật tổ,central-only,,,,,,,
QUEST,통곡의 수정,Hồng Ngọc Thống Khổ,central-only,,,,,,,
QUEST,퇴색된 영광,Vinh Quang Phai Mờ,central-only,,,,,,,
QUEST,퇴색된 전설,Huyền thoại phai nhạt,central-only,,,,,,,
QUEST,투견 소탕,Tiêu diệt Chó chiến,central-only,,,,,,,
QUEST,특별한 버섯,Nấm đặc biệt,central-only,,,,,,,
QUEST,틀어진 거래,Thoả Thuận Bị Phá Vỡ,central-only,,,,,,,
QUEST,파괴된 고귀함,Sự Cao Quý Bị Phá Hủy,central-only,,,,,,,
QUEST,파괴된 사원,Đền thờ bị phá hủy,central-only,,,,,,,
QUEST,파괴의 각인,Dấu ấn của sự phá hủy,central-only,,,,,,,
QUEST,파괴의 파편,Mảnh Vỡ Hủy Diệt,central-only,,,,,,,
QUEST,파푸리온의 그림자,Cái bóng của Papurion,central-only,เงาของพาฟูเลียน,kr,Bayangan Fafurion,kr,The Shadow of Fafurion,kr,
QUEST,파푸리온의 속삭임,Lời Thì Thầm Của Papurion,central-only,,,,,,,
QUEST,파푸리온의 인장,Ấn Ký Của Papurion,central-only,,,,,,,
QUEST,퍼지는 어둠,Bóng Tối Lan Tràn,central-only,,,,,,,
QUEST,퍼지는 화염,Ngọn lửa lan rộng,central-only,,,,,,,
QUEST,페어리의 계곡으로,Thung Lũng Tiên,central-only,,,,,,,
QUEST,편히 잠드소서,Hãy yên nghỉ,central-only,,,,,,,
QUEST,평원의 우두머리들,Thủ Lĩnh bình nguyên,central-only,,,,,,,
